Date,fedfunds,nonfarm,indpro,SP500,ty10,unemploy,recession
2012-10-31,0.16,134677.0,100.1167,1412.160034,1.7461904761904758,12124.0,0.0
2012-11-30,0.16,134833.0,100.5991,1416.180054,1.654,12005.0,
2012-12-31,0.16,135072.0,100.9542,1426.189941,1.7189999999999999,12298.0,
2013-01-31,0.14,135263.0,100.8204,1498.109985,1.9242857142857144,12471.0,0.0
2013-02-28,0.15,135541.0,101.3995,1514.680054,2.015789473684211,11950.0,
2013-03-31,0.14,135680.0,101.8114,1569.189941,1.9675,11689.0,
2013-04-30,0.15,135871.0,101.6364,1597.569946,1.7590909090909093,11760.0,0.0
2013-05-31,0.11,136093.0,101.7476,1630.73999,1.9281818181818182,11654.0,
2013-06-30,0.09,136274.0,101.9549,1606.280029,2.3000000000000003,11751.0,
2013-07-31,0.09,136386.0,101.5204,1685.72998,2.5822727272727275,11335.0,0.0
2013-08-31,0.08,136628.0,102.1907,1632.969971,2.7372727272727273,11279.0,
2013-09-30,0.08,136815.0,102.717,1681.550049,2.8095,11270.0,
2013-10-31,0.09,137040.0,102.5371,1756.540039,2.615909090909091,11136.0,0.0
2013-11-30,0.08,137304.0,102.8379,1805.810059,2.7184210526315793,10787.0,
2013-12-31,0.09,137373.0,103.1504,1848.359985,2.9114285714285715,10404.0,
2014-01-31,0.07,137548.0,102.7216,1782.589966,2.8676190476190477,10202.0,0.0
2014-02-28,0.07,137714.0,103.5917,1859.449951,2.7094736842105265,10349.0,
2014-03-31,0.08,137968.0,104.5889,1872.339966,2.7233333333333327,10380.0,
2014-04-30,0.09,138293.0,104.6371,1883.949951,2.705238095238095,9702.0,0.0
2014-05-31,0.09,138511.0,105.0152,1923.569946,2.559047619047619,9859.0,
2014-06-30,0.1,138837.0,105.4081,1960.22998,2.5985714285714288,9460.0,
2014-07-31,0.09,139069.0,105.6157,1930.6700440000002,2.542272727272727,9608.0,0.0
2014-08-31,0.09,139257.0,105.4986,2003.369995,2.42,9599.0,
2014-09-30,0.09,139566.0,105.8138,1972.290039,2.5342857142857147,9262.0,
2014-10-31,0.09,139818.0,105.8357,2018.050049,2.304090909090909,8990.0,0.0
2014-11-30,0.09,140109.0,106.6634,2067.560059,2.325555555555556,9090.0,
2014-12-31,0.12,140377.0,106.5085,2058.899902,2.2072727272727275,8717.0,
2015-01-31,0.11,140568.0,105.9806,1994.9899899999998,1.8814999999999997,8885.0,0.0
2015-02-28,0.11,140839.0,105.4425,2104.5,1.9963157894736843,8599.0,
2015-03-31,0.11,140910.0,105.1464,2067.889893,2.042727272727273,8515.0,
2015-04-30,0.12,141194.0,104.5272,2085.51001,1.9440909090909089,8550.0,0.0
2015-05-31,0.12,141525.0,104.0742,2107.389893,2.1975000000000002,8834.0,
2015-06-30,0.13,141699.0,103.7174,2063.110107,2.3636363636363638,8247.0,
2015-07-31,0.13,142001.0,104.3243,2103.840088,2.3245454545454547,8167.0,0.0
2015-08-31,0.14,142126.0,104.1621,1972.180054,2.167142857142857,7992.0,
2015-09-30,0.14,142281.0,103.7768,1920.030029,2.1728571428571435,7907.0,
2015-10-31,0.12,142587.0,103.3976,2079.360107,2.0699999999999994,7922.0,0.0
2015-11-30,0.12,142824.0,102.6866,2080.409912,2.2631578947368416,8000.0,
2015-12-31,0.24,143097.0,102.1014,2043.939941,2.2427272727272736,7907.0,
2016-01-31,0.34,143170.0,102.9525,1940.2399899999998,2.095789473684211,7721.0,0.0
2016-02-29,0.38,143433.0,102.2225,1932.22998,1.7794999999999999,7746.0,
2016-03-31,0.36,143662.0,101.4155,2059.73999,1.889090909090909,7945.0,
2016-04-30,0.37,143849.0,101.5167,2065.300049,1.8052380952380953,7975.0,0.0
2016-05-31,0.37,143891.0,101.4298,2096.949951,1.8061904761904766,7668.0,
2016-06-30,0.38,144158.0,101.8747,2098.860107,1.6440909090909095,7786.0,
2016-07-31,0.39,144512.0,102.1325,2173.600098,1.504,7658.0,0.0
2016-08-31,0.4,144647.0,102.0407,2170.949951,1.5554434782608695,7809.0,
2016-09-30,0.4,144916.0,102.0477,2168.27002,1.6248227272727276,7967.0,
2016-10-31,0.4,145061.0,102.2485,2126.149902,1.753947619047619,7827.0,0.0
2016-11-30,0.41,145212.0,102.0507,2198.810059,2.1492863636363633,7488.0,
2016-12-31,0.54,145442.0,102.9281,2238.830078,2.4897636363636364,7495.0,
2017-01-31,0.65,145627.0,103.0366,2278.8701170000004,2.425409090909091,7518.0,0.0
2017-02-28,0.66,145815.0,102.6479,2363.639893,2.41515,7399.0,
2017-03-31,0.79,145944.0,103.343,2362.719971,2.4791217391304348,7088.0,
2017-04-30,0.9,146141.0,104.2721,2384.199951,2.285515,7085.0,0.0
2017-05-31,0.91,146296.0,104.4129,2411.800049,2.297082608695652,7059.0,
2017-06-30,1.04,146512.0,104.5849,2423.409912,2.1847,6933.0,
2017-07-31,1.15,146727.0,104.5427,2470.300049,2.3148714285714282,6867.0,0.0
2017-08-31,1.16,146911.0,104.0475,2471.649902,2.2044999999999995,7097.0,
2017-09-30,1.15,146929.0,104.0502,2519.360107,2.1968238095238095,6841.0,
2017-10-31,1.15,147196.0,105.6287,2575.26001,2.356177272727273,6599.0,0.0
2017-11-30,1.16,147421.0,106.193,2584.840088,2.3529952380952373,6697.0,
2017-12-31,1.3,147551.0,106.536,2673.610107,2.4062,6561.0,
2018-01-31,1.41,147672.0,106.2655,2823.810059,2.5821000000000005,6582.0,0.0
2018-02-28,1.42,148078.0,106.6419,2713.830078,2.8597449999999998,6641.0,
2018-03-31,1.51,148254.0,107.2519,2640.8701170000004,2.842218181818182,6493.0,
2018-04-30,1.69,148391.0,108.2223,2648.050049,2.8880952380952385,6418.0,0.0
2018-05-31,1.7,148669.0,107.3639,2705.27002,2.9959090909090906,6209.0,
2018-06-30,1.82,148888.0,108.1707,2718.3701170000004,2.9123809523809525,6519.0,
2018-07-31,1.91,149024.0,108.652,2816.290039,2.8890476190476195,6180.0,0.0
2018-08-31,1.91,149268.0,109.5246,2901.52002,2.8978260869565218,6167.0,
2018-09-30,1.95,149348.0,109.6749,2913.97998,3.004210526315789,6045.0,
2018-10-31,2.19,149549.0,109.9165,2711.73999,3.152272727272728,6123.0,0.0
2018-11-30,2.2,149683.0,110.5067,2760.169922,3.1170000000000004,6034.0,
2018-12-31,2.27,149865.0,110.5516,2506.850098,2.832631578947369,6286.0,
2019-01-31,2.4,150134.0,110.1185,2704.100098,2.713809523809524,6516.0,0.0
2019-02-28,2.4,150135.0,109.5631,2784.48999,2.676315789473684,6181.0,
2019-03-31,2.41,150282.0,109.6811,2834.399902,2.570952380952381,6194.0,
2019-04-30,2.42,150492.0,108.9888,2945.830078,2.532380952380952,5850.0,0.0
2019-05-31,2.39,150577.0,109.2264,2752.060059,2.395,5938.0,
2019-06-30,2.38,150759.0,109.2774,2941.76001,2.0940000000000003,5985.0,
2019-07-31,2.4,150953.0,109.0852,2980.3798829999996,2.059090909090909,6027.0,0.0
2019-08-31,2.13,151160.0,109.8543,2926.459961,1.6263636363636365,5999.0,
2019-09-30,2.04,151368.0,109.4725,2976.73999,1.6994999999999998,5753.0,
2019-10-31,1.83,151553.0,109.027,3037.560059,1.706818181818182,5857.0,1.0
2019-11-30,1.55,151814.0,110.0388,3140.97998,1.8121052631578947,5811.0,
2019-12-31,1.55,151998.0,109.6527,3230.780029,1.862857142857143,5753.0,
